serial,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,snow,snowdepth,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,conditions,stations,cases,labels
0,34.05315068493151,24.47808219178082,28.70986301369863,39.75780821917809,25.317808219178083,32.306301369863014,22.971232876712328,73.50821917808219,2.92172602739726,44.65753424657535,4.360931506849314,0.0,0.0,15.678356164383562,175.59534246575342,1007.9117808219178,50.74794520547945,3.78986301369863,208.0978082191781,17.973698630136987,7.232876712328767,2.558904109589041,1.1972602739726028,4925.0,normal
1,34.086178861788625,25.69430894308943,29.464227642276423,41.33821138211382,28.140650406504054,34.42357723577236,23.48455284552845,72.06666666666668,3.7834146341463417,39.83739837398374,2.676747967479675,0.0,0.0,14.574796747967484,158.34959349593493,1003.5333333333332,48.31382113821138,2.884552845528455,222.9260162601626,19.246341463414637,7.504065040650406,1.6585365853658536,0.991869918699187,5077.0,normal
2,34.5739837398374,25.41788617886179,29.526829268292683,40.46422764227643,26.56016260162602,33.08536585365854,22.58048780487805,69.42439024390244,3.065853658536585,33.333333333333336,2.337804878048781,0.0,0.0,14.978048780487809,202.6211382113821,1005.7317073170732,55.62113821138211,4.2422764227642284,229.41300813008127,19.80243902439025,7.829268292682927,1.910569105691057,1.170731707317073,7579.0,normal
3,33.020325203252035,25.08048780487805,28.72764227642276,37.8780487804878,26.193495934959355,31.77235772357724,21.75203252032521,69.29756097560974,6.02520325203252,37.39837398373984,2.6766666666666667,0.0,0.0,16.50487804878049,183.5447154471545,1003.359349593496,50.208130081300816,2.9910569105691054,225.42195121951215,19.480487804878045,7.59349593495935,1.3008130081300813,0.1463414634146341,13706.0,normal
4,30.6609756097561,24.23089430894309,26.77479674796748,36.58699186991871,24.263414634146343,28.943902439024388,24.214634146341464,86.65203252032519,23.336585365853654,96.7479674796748,15.6169918699187,0.0,0.0,19.54634146341463,224.03008130081295,1009.9959349593496,45.54227642276423,3.8869918699186994,176.59837398373986,15.261788617886175,6.186991869918699,0.967479674796748,3.951219512195122,82.0,normal
5,28.279674796747965,20.695121951219512,23.81869918699187,29.50650406504065,20.695121951219512,24.056097560975616,19.927642276422763,80.49430894308942,4.219910569105691,85.36585365853658,9.89178861788618,0.0,0.0,22.116260162601627,225.81707317073167,0.0,59.769918699187,7.062601626016261,195.8479674796748,16.92520325203252,7.008130081300813,0.8536585365853658,0.983739837398374,9669.0,normal
6,32.06016260162601,25.72357723577236,28.496747967479678,38.9780487804878,27.621951219512194,33.21463414634147,24.82439024390244,81.69837398373986,6.349325203252033,46.34146341463415,3.89609756097561,0.0,0.0,15.234146341463417,147.41300813008127,1003.519512195122,57.92845528455285,3.2642276422764227,196.9,17.007317073170732,6.788617886178862,1.4471544715447155,0.0,6772.0,normal
7,34.237398373983744,26.5260162601626,29.847967479674804,41.38211382113822,28.377235772357725,34.90162601626016,24.558536585365854,74.81951219512196,8.959569105691058,54.47154471544715,4.810731707317073,0.0,0.0,25.482113821138213,210.03658536585365,1008.2121951219513,56.07073170731708,6.0560975609756085,169.02764227642277,14.573170731707316,5.967479674796748,0.5447154471544715,1.869918699186992,10342.0,normal
8,34.460975609756105,23.867479674796748,28.78780487804878,39.46341463414634,24.445528455284556,32.002439024390235,21.492682926829264,67.51463414634148,4.517886178861789,61.78861788617886,25.67764227642277,0.0,0.0,12.895121951219512,149.18699186991873,1003.9422764227642,29.597560975609756,2.5951219512195123,238.50243902439024,20.60081300813009,7.73170731707317,1.7560975609756098,1.0,12542.0,normal
9,30.769105691056915,23.066666666666663,26.31382113821138,36.357723577235774,23.066666666666663,28.114634146341466,24.06585365853659,88.39024390243901,11.597560975609756,91.869918699187,17.312439024390244,0.0,0.0,10.093495934959352,169.94227642276422,1010.1430894308944,78.59756097560975,3.722764227642276,208.9886178861789,18.0479674796748,7.382113821138211,2.4227642276422765,0.7642276422764228,150.0,normal
10,31.609756097560982,22.161788617886177,26.34552845528455,36.65528455284553,22.161788617886177,28.2260162601626,21.48861788617886,76.77154471544716,10.726016260162602,73.98373983739837,9.146666666666668,0.0,0.0,12.716260162601625,197.07886178861787,1003.1056910569106,46.30162601626016,2.072357723577236,225.86666666666665,19.509756097560977,7.487804878048781,3.008130081300813,0.0,4563.0,normal
11,30.70487804878049,26.14715447154472,28.330081300813006,37.62439024390243,27.428455284552847,32.75609756097561,24.94146341463415,82.69756097560976,25.566666666666663,79.67479674796748,9.993252032520324,0.0,0.0,24.59186991869919,222.15365853658537,1006.2479674796748,59.3260162601626,2.926016260162602,189.609756097561,16.368292682926832,6.544715447154472,1.7804878048780488,1.032520325203252,11011.0,normal
12,32.32032520325203,25.01788617886179,28.27073170731708,40.70081300813009,26.96666666666667,33.54715447154472,25.08292682926829,84.25934959349591,8.117073170731706,50.40650406504065,3.8286991869918703,0.0,0.0,14.633333333333336,150.1837398373984,1004.3032520325204,59.2260162601626,3.069918699186992,202.92195121951215,17.537398373983738,6.902439024390244,1.4146341463414631,0.5853658536585366,14092.0,normal
13,28.973333333333336,21.320000000000004,24.8,30.39333333333333,21.320000000000004,25.26,19.313333333333333,72.65333333333335,0.4066666666666666,14.286666666666669,4.722666666666667,0.0,0.0,19.52,64.52666666666667,1011.6866666666668,64.12666666666667,24.033333333333346,229.36666666666667,19.780000000000005,7.666666666666667,1.5333333333333334,0.9333333333333332,1714.0,normal
14,26.973333333333333,12.739999999999998,18.82,26.306666666666665,12.359999999999996,18.626666666666665,4.48,40.83333333333334,0.0066666666666666,4.44,0.2779999999999999,0.0,0.0,16.066666666666666,128.53333333333333,1013.3066666666668,10.74,23.24000000000001,212.53333333333336,18.26,7.533333333333333,0.1333333333333333,0.9333333333333332,4829.0,normal
15,40.1,26.1,32.9,44.8,26.1,35.2,19.7,50.0,2.3,100.0,37.5,0.0,0.0,13.3,228.8,995.8,29.2,1.9,315.9,27.3,9.0,4.0,0.0,8528.0,normal
16,41.2,20.4,33.3,43.1,20.4,35.0,18.8,47.8,52.0,100.0,4.17,0.0,0.0,17.6,250.2,998.1,24.3,2.9,304.8,26.2,9.0,4.0,0.0,851.0,normal
17,37.2,25.9,32.1,46.8,25.9,36.3,22.4,58.7,0.7,100.0,4.17,0.0,0.0,14.4,197.4,997.1,39.5,2.0,298.2,25.9,9.0,4.0,0.0,8850.0,normal
18,37.2,24.6,30.7,41.0,24.6,33.8,23.1,67.8,48.1,100.0,8.33,0.0,0.0,10.8,230.8,997.1,41.0,2.0,271.3,23.4,8.0,4.0,0.0,7538.0,normal
19,38.6,25.2,31.5,41.5,25.2,35.1,22.4,61.8,0.6,100.0,4.17,0.0,0.0,14.0,229.2,994.2,36.8,2.3,290.4,25.1,9.0,4.0,0.0,4004.0,normal
20,37.6,25.1,30.4,42.1,25.1,33.9,23.0,68.0,16.0,100.0,4.17,0.0,0.0,15.1,189.4,993.7,51.3,2.0,236.2,20.3,9.0,4.0,0.0,3001.0,normal
21,36.9,25.4,30.4,44.2,25.4,34.2,23.4,68.9,7.7,100.0,66.67,0.0,0.0,11.9,173.5,994.0,42.3,3.0,286.1,24.7,9.0,4.0,0.0,7025.0,normal
22,37.5,24.2,30.7,42.4,24.2,34.4,23.6,69.6,18.0,100.0,12.5,0.0,0.0,16.2,205.6,994.6,41.9,2.1,274.3,23.8,8.0,4.0,0.0,637.0,normal
23,33.2,24.3,29.0,38.3,24.3,32.9,24.3,77.1,35.0,100.0,16.67,0.0,0.0,20.5,228.8,994.8,48.4,1.7,228.5,19.8,6.0,4.0,0.0,5197.0,normal
24,35.7,24.0,29.8,40.4,24.0,33.4,23.3,70.9,13.3,100.0,8.33,0.0,0.0,20.2,275.6,993.5,34.5,2.0,250.3,21.7,8.0,4.0,0.0,6523.0,normal
25,35.9,25.2,29.9,39.9,25.2,33.1,23.0,69.1,39.0,100.0,4.17,0.0,0.0,18.4,283.8,994.0,33.6,2.3,268.7,23.4,8.0,4.0,0.0,1418.0,normal
26,36.0,24.2,29.8,39.5,24.2,32.7,22.9,69.1,5.0,100.0,4.17,0.0,0.0,23.8,284.0,996.6,36.5,1.9,255.2,22.1,8.0,4.0,0.0,3904.0,normal
27,35.7,24.9,29.4,38.8,24.9,31.9,22.6,69.9,8.0,100.0,12.5,0.0,0.0,26.3,294.6,997.3,35.4,1.6,248.8,21.6,7.0,4.0,0.0,8670.0,normal
28,32.4,22.2,27.4,35.7,22.2,29.1,22.7,77.3,22.0,100.0,12.5,0.0,0.0,23.0,293.1,996.6,34.8,1.9,251.7,22.0,8.0,4.0,0.0,8558.0,normal
29,32.0,22.1,27.5,36.3,22.1,29.7,23.0,77.7,0.8,100.0,4.17,0.0,0.0,15.1,298.5,995.4,37.4,1.9,268.9,23.3,8.0,4.0,0.0,3338.0,normal
30,31.3,22.7,26.5,34.6,22.7,27.7,22.8,81.8,20.2,100.0,16.67,0.0,0.0,9.7,140.1,1000.0,54.0,1.6,223.7,19.2,7.0,4.0,0.0,7352.0,normal
31,31.7,22.7,26.9,35.8,22.7,28.2,22.6,79.3,7.0,100.0,4.17,0.0,0.0,9.7,269.2,1000.2,42.1,1.5,300.1,26.1,9.0,4.0,0.0,3958.0,normal
32,32.5,23.4,27.7,39.4,23.4,30.1,23.2,78.0,0.0,0.0,0.0,0.0,0.0,9.7,193.3,999.5,33.9,2.0,297.8,25.7,9.0,1.0,0.0,1010.0,normal
33,33.2,23.9,28.5,37.7,23.9,31.2,23.3,75.2,0.4,100.0,16.67,0.0,0.0,13.3,152.4,1000.1,30.3,2.8,282.3,24.6,9.0,4.0,0.0,6456.0,normal
34,33.9,24.9,29.3,39.4,24.9,32.4,23.4,72.3,1.0,100.0,4.17,0.0,0.0,11.2,176.6,1001.2,27.2,2.5,288.7,24.9,9.0,4.0,0.0,3823.0,normal
35,33.8,23.8,28.7,38.9,23.8,31.8,23.6,75.4,6.0,100.0,8.33,0.0,0.0,12.6,200.6,1001.1,23.1,2.4,268.4,23.2,8.0,4.0,0.0,7175.0,normal
36,34.9,23.1,29.8,43.1,23.1,33.9,23.9,72.3,0.1,100.0,4.17,0.0,0.0,14.8,263.8,999.3,24.2,2.3,285.7,24.7,9.0,4.0,0.0,3519.0,normal
37,35.6,25.4,30.5,44.5,25.4,35.6,24.3,70.8,2.0,100.0,4.17,0.0,0.0,19.4,271.7,997.4,28.2,1.9,302.3,26.2,9.0,4.0,0.0,5162.0,normal
38,30.9,25.1,27.2,36.9,25.1,29.3,24.3,85.1,16.0,100.0,12.5,0.0,0.0,16.9,222.9,998.3,86.7,2.0,207.0,17.8,6.0,4.0,0.0,6633.0,normal
39,30.4,23.4,26.6,36.3,23.4,28.2,24.0,85.9,32.0,100.0,12.5,0.0,0.0,17.6,156.1,997.1,88.2,1.9,136.0,11.7,5.0,4.0,0.0,3473.0,normal
40,29.4,24.0,26.3,36.7,24.0,27.9,24.3,89.2,30.0,100.0,8.33,0.0,0.0,20.2,139.3,997.8,82.9,2.6,166.6,14.2,5.0,4.0,0.0,9630.0,normal
41,32.2,24.1,28.2,39.4,24.1,31.5,24.1,79.8,1.3,100.0,25.0,0.0,0.0,19.4,137.9,999.5,64.5,2.5,252.3,21.9,8.0,4.0,0.0,1738.0,normal
42,34.0,25.7,28.8,44.7,25.7,32.4,24.6,78.7,6.0,100.0,8.33,0.0,0.0,17.6,157.3,1000.2,85.2,2.1,260.1,22.4,8.0,4.0,0.0,2339.0,normal
43,32.0,25.0,27.8,36.3,25.0,30.0,23.9,80.4,0.3,100.0,4.17,0.0,0.0,11.9,207.0,1000.4,90.3,1.9,208.5,18.2,7.0,3.0,0.0,2966.0,normal
44,31.3,25.0,27.6,38.7,25.0,29.8,23.8,81.0,2.3,100.0,29.17,0.0,0.0,18.4,181.5,999.1,81.8,2.3,237.0,20.4,7.0,4.0,0.0,2746.0,normal
45,32.1,24.8,27.7,39.6,24.8,30.4,24.0,80.9,0.6,100.0,25.0,0.0,0.0,20.5,161.6,998.3,82.4,2.5,209.1,18.0,8.0,4.0,0.0,8475.0,normal
46,31.8,24.1,27.2,37.6,24.1,29.5,24.2,84.4,5.4,100.0,8.33,0.0,0.0,15.5,160.0,998.0,80.4,2.0,224.7,19.3,8.0,4.0,0.0,4300.0,normal
47,30.3,24.1,26.9,39.3,24.1,29.1,23.8,83.9,6.6,100.0,8.33,0.0,0.0,7.9,124.0,997.7,78.2,1.9,160.3,13.9,5.0,4.0,0.0,8955.0,normal
48,31.8,24.4,27.6,40.6,24.4,30.3,23.9,80.8,6.7,100.0,66.67,0.0,0.0,8.6,52.1,996.0,76.9,2.0,144.8,12.7,5.0,4.0,0.0,4042.0,normal
49,33.8,24.8,28.4,44.2,24.8,31.8,24.4,80.3,11.3,100.0,8.33,0.0,0.0,12.6,240.1,994.5,44.7,2.3,299.9,25.9,9.0,4.0,0.0,8809.0,normal
50,31.5,24.6,27.7,38.1,24.6,30.7,24.7,84.2,8.4,100.0,12.5,0.0,0.0,9.0,215.0,995.7,46.1,2.0,241.0,20.8,8.0,4.0,0.0,577.0,normal
51,33.2,24.7,28.7,41.3,24.7,31.6,23.6,76.2,0.4,100.0,4.17,0.0,0.0,11.5,152.4,994.7,71.0,2.0,208.5,17.9,7.0,4.0,0.0,6336.0,normal
52,34.3,25.2,29.1,42.9,25.2,32.4,23.9,74.9,21.0,100.0,8.33,0.0,0.0,14.8,281.2,994.7,62.6,2.0,275.8,23.7,9.0,4.0,0.0,2001.0,normal
53,32.7,23.4,28.3,40.5,23.4,31.6,24.1,79.5,0.5,100.0,4.17,0.0,0.0,12.2,167.7,998.0,78.3,2.3,224.9,19.4,8.0,4.0,0.0,9094.0,normal
54,32.0,25.2,27.9,39.7,25.2,30.5,24.8,84.4,11.0,100.0,4.17,0.0,0.0,22.7,157.7,998.4,63.7,2.0,273.2,23.4,9.0,4.0,0.0,7741.0,normal
55,31.5,24.8,27.4,38.5,24.8,30.2,24.8,86.7,71.0,100.0,8.33,0.0,0.0,10.1,181.1,999.1,78.4,1.8,292.3,25.2,9.0,4.0,0.0,10235.0,normal
56,31.8,24.3,27.6,38.9,24.3,30.6,25.1,86.9,57.0,100.0,12.5,0.0,0.0,14.4,264.9,998.7,69.4,1.1,286.1,24.6,9.0,4.0,0.0,3718.0,normal
57,32.6,24.7,28.1,43.1,24.7,32.1,25.1,84.7,56.0,100.0,8.33,0.0,0.0,10.1,254.5,999.1,84.6,1.3,167.3,14.4,5.0,4.0,0.0,777.0,normal
58,32.0,24.9,27.8,40.3,24.9,30.9,24.4,82.6,7.8,100.0,41.67,0.0,0.0,19.4,128.1,1000.3,80.2,2.0,136.8,11.9,4.0,4.0,0.0,994.0,normal
59,29.1,25.3,26.8,34.5,25.3,28.6,24.6,87.7,14.0,100.0,8.33,0.0,0.0,13.7,213.8,1001.3,81.3,1.4,133.4,11.4,5.0,4.0,0.0,1940.0,normal
60,29.3,24.3,26.2,36.4,24.3,27.5,24.1,88.9,16.0,100.0,16.67,0.0,0.0,15.1,140.1,999.8,78.4,1.8,168.7,14.6,6.0,4.0,0.0,9672.0,normal
61,28.6,24.1,26.1,33.6,24.1,27.7,24.3,89.8,5.0,100.0,8.33,0.0,0.0,18.7,124.9,999.6,77.6,1.9,126.9,11.0,4.0,4.0,0.0,1558.0,normal
62,27.5,23.2,25.0,31.2,23.2,25.6,23.8,92.9,37.0,100.0,16.67,0.0,0.0,18.0,128.2,1002.4,85.4,1.4,98.0,8.5,3.0,4.0,0.0,4463.0,normal
63,30.5,23.7,26.8,36.1,23.7,29.1,23.9,84.6,0.9,100.0,4.17,0.0,0.0,12.6,156.9,1003.5,42.5,2.0,271.1,23.3,8.0,4.0,0.0,1318.0,normal
64,31.6,23.4,27.1,38.7,23.4,29.6,23.8,82.9,0.0,0.0,0.0,0.0,0.0,15.1,285.2,1001.9,26.7,2.3,289.1,25.0,9.0,1.0,0.0,9670.0,normal
65,32.0,23.2,27.1,38.0,23.2,29.0,23.4,81.9,27.0,100.0,8.33,0.0,0.0,14.4,273.9,1000.7,31.7,2.0,304.8,26.5,9.0,4.0,0.0,1135.0,normal
66,33.1,24.7,27.8,38.4,24.7,30.4,23.8,79.8,5.8,100.0,29.17,0.0,0.0,10.8,282.3,1001.1,43.2,2.0,248.2,21.4,8.0,4.0,0.0,3715.0,normal
67,30.1,24.0,25.8,35.7,24.0,26.5,23.8,89.4,0.6,100.0,4.17,0.0,0.0,13.3,175.8,1002.7,76.2,1.8,135.4,11.7,5.0,4.0,0.0,5936.0,normal
68,33.6,24.0,27.9,38.8,24.0,30.1,22.9,75.8,0.5,100.0,20.83,0.0,0.0,10.4,329.7,1002.0,71.7,2.0,202.0,17.4,8.0,4.0,0.0,1290.0,normal
69,33.3,24.3,28.4,43.2,24.3,31.7,23.8,77.4,3.0,100.0,4.17,0.0,0.0,7.2,259.9,1001.1,56.5,2.0,251.3,21.8,9.0,4.0,0.0,3068.0,normal
70,34.3,25.1,28.9,47.9,25.1,33.5,24.9,79.6,0.0,0.0,0.0,0.0,0.0,8.6,277.0,1001.7,65.1,3.3,158.5,13.7,5.0,1.0,0.0,8883.0,normal
71,30.9,25.2,27.8,37.6,25.2,31.3,24.9,84.7,12.6,100.0,12.5,0.0,0.0,37.0,202.6,1003.7,81.0,1.8,164.6,14.2,6.0,4.0,0.0,7399.0,normal
72,33.6,24.3,27.6,42.0,24.3,30.7,24.8,85.6,23.0,100.0,8.33,0.0,0.0,13.0,223.6,1000.3,70.7,1.8,199.2,17.0,7.0,4.0,0.0,6943.0,normal
73,31.8,25.1,28.1,40.2,25.1,31.9,25.1,84.3,28.0,100.0,8.33,0.0,0.0,11.9,254.8,998.4,76.7,1.1,223.6,19.3,8.0,4.0,0.0,4148.0,normal
74,30.9,23.4,27.2,37.3,23.4,29.7,24.6,86.6,33.0,100.0,8.33,0.0,0.0,13.7,184.0,1001.5,73.2,1.5,194.1,17.0,7.0,4.0,0.0,2868.0,normal
75,33.6,24.2,27.7,39.6,24.2,30.3,24.2,82.5,2.9,100.0,25.0,0.0,0.0,7.9,258.9,1000.5,75.1,3.0,148.8,12.9,5.0,4.0,0.0,7436.0,normal
76,34.8,24.4,28.1,44.9,24.4,31.7,24.6,82.1,1.2,100.0,29.17,0.0,0.0,8.3,240.8,999.5,35.3,2.0,271.9,23.4,9.0,4.0,0.0,7396.0,normal
77,30.7,24.0,27.3,36.9,24.0,30.0,24.7,86.3,4.1,100.0,12.5,0.0,0.0,10.8,182.9,999.8,72.5,1.4,245.8,21.3,8.0,4.0,0.0,7204.0,normal
78,31.8,24.1,27.3,38.8,24.1,30.0,24.6,85.7,17.0,100.0,4.17,0.0,0.0,10.4,222.2,999.9,78.6,1.9,231.4,19.9,8.0,4.0,0.0,7621.0,normal
79,31.6,24.1,27.1,39.6,24.1,29.9,24.9,88.2,3.0,100.0,8.33,0.0,0.0,11.5,210.7,999.8,77.8,2.6,193.8,16.7,7.0,4.0,0.0,3301.0,normal
80,32.1,24.4,28.1,40.3,24.4,30.9,24.1,80.2,0.5,100.0,8.33,0.0,0.0,8.3,245.1,1001.5,49.1,2.1,254.5,21.8,8.0,4.0,0.0,5066.0,normal
81,33.0,24.2,27.8,43.1,24.2,30.9,24.1,81.1,0.0,0.0,0.0,0.0,0.0,10.4,278.7,999.1,43.7,2.0,266.8,23.1,9.0,1.0,0.0,9037.0,normal
82,32.8,24.3,27.6,42.4,24.3,30.3,24.0,81.4,6.0,100.0,8.33,0.0,0.0,10.8,262.8,998.9,51.8,1.5,268.5,23.2,9.0,4.0,0.0,7917.0,normal
83,32.1,24.5,28.0,41.8,24.5,31.4,24.3,80.9,14.0,100.0,12.5,0.0,0.0,9.0,258.4,1000.4,34.0,1.6,256.5,22.2,8.0,4.0,0.0,5057.0,normal
84,31.5,24.2,27.8,38.9,24.2,30.8,24.2,81.7,25.0,100.0,8.33,0.0,0.0,12.9,162.0,1003.0,76.6,1.9,217.1,18.6,7.0,4.0,0.0,10209.0,normal
85,31.3,23.1,26.4,38.0,23.1,28.2,24.0,87.1,18.7,100.0,8.33,0.0,0.0,16.6,171.7,1004.0,79.0,1.9,130.0,11.3,4.0,4.0,0.0,10019.0,normal
86,31.6,23.8,26.8,38.2,23.8,28.8,23.9,84.9,7.3,100.0,8.33,0.0,0.0,12.2,227.4,1003.8,49.9,2.0,246.4,21.2,8.0,4.0,0.0,4938.0,normal
87,30.4,23.2,26.6,35.3,23.2,28.5,23.4,83.4,0.7,100.0,4.17,0.0,0.0,12.2,292.4,1002.2,27.4,2.0,244.1,21.2,8.0,4.0,0.0,7748.0,normal
88,31.8,22.3,26.8,39.2,22.3,28.3,21.7,74.9,0.9,100.0,12.5,0.0,0.0,7.6,80.5,1003.3,17.4,2.5,259.2,22.4,8.0,2.0,0.0,4884.0,normal
89,31.4,21.3,25.8,34.2,21.3,27.0,20.9,75.3,3.0,100.0,4.17,0.0,0.0,9.7,117.6,1007.6,20.7,2.5,242.7,21.0,8.0,4.0,0.0,10182.0,normal
90,30.1,21.6,25.3,34.5,21.6,26.2,21.5,80.8,2.0,100.0,4.17,0.0,0.0,10.4,148.0,1009.6,31.2,2.0,252.3,21.8,9.0,4.0,0.0,9240.0,normal
91,31.0,21.7,26.2,35.1,21.7,27.4,21.5,76.4,0.0,0.0,0.0,0.0,0.0,8.3,142.9,1007.9,17.1,3.0,258.0,22.3,8.0,0.0,0.0,9961.0,normal
92,30.1,23.2,26.4,34.7,23.2,27.7,22.0,77.9,4.0,100.0,8.33,0.0,0.0,6.1,264.2,1006.3,29.4,2.0,213.5,18.3,7.0,4.0,0.0,7896.0,normal
93,29.6,20.3,25.2,32.9,20.3,26.1,21.9,83.0,43.8,100.0,8.33,0.0,0.0,8.3,142.7,1008.6,34.9,2.6,187.7,16.2,6.0,4.0,0.0,9411.0,normal
